No.	都道府県	市区町村	事業所名（屋号）	業種		還元率
23,482 	埼玉県	さいたま市浦和	区 ｏｖｅｒ５３Ｒ		サービス		理容・美容業	5%
23,483 	埼玉県	さいたま市浦和	区 ｏｖｅｒ５４Ｒ		サービス		理容・美容業	5%
23,484 	埼玉県	さいたま市浦和	区 ックストンボイワ		サービス		理容・美容業	5%
23,485 	埼玉県	さいたま市大宮	区 ’ＬＬ．．．Ｉ		サービス		理容・美容業	5%
23,486 	埼玉県	さいたま市大宮	区 ｕＲａ【アウラ】ａ		サービス		理容・美容業	5%
23,487 	埼玉県	さいたま市大宮	区 ウリィ歯科クリニックア		サービス		その他サービス	5%
23,488 	埼玉県	さいたま市大宮	区 うんまるしぇあ		小売業		食料品	5%
23,489 	埼玉県	さいたま市大宮	区ｇｕ ｈａｉｒ Ａｇｕ ｈａｉｒ ｔｈｅｔａ大宮Ａ		サービス		理容・美容業	5%
23,490 	埼玉県	さいたま市大宮	区 ｇｕ?ｈａｉｒ ｇｉｎａ大宮ａ		サービス		理容・美容業	5%
23,491 	埼玉県	さいたま市大宮	区Ａｇｕ ｈａｉｒ Ａｇｕ ｈａｉｒ ｒｕｓｓｉａｎ大宮		サービス		理容・美容業	5%
23,492 	埼玉県	さいたま市大宮	区 ＨＡＶＡＡ		小売業		衣料品	5%
23,493 	埼玉県	さいたま市大宮	区 ルモデルア		小売業		その他小売	5%
23,494 	埼玉県	さいたま市大宮	区 ｎｕ		サービス		理容・美容業	5%
23,495 	埼玉県	さいたま市大宮	区 橋楽器　大宮店石		小売業		その他小売	5%
23,496 	埼玉県	さいたま市大宮	区 橋楽器　大宮店石		小売業		その他小売	5%
23,497 	埼玉県	さいたま市大宮	区 橋楽器　大宮店石		小売業		その他小売	5%
23,498 	埼玉県	さいたま市大宮	区 ＩＤＡカイロプラクティックＶ		サービス		その他サービス	5%
23,499 	埼玉県	さいたま市大宮	区 広場　大宮西口駅前店歌		サービス		飲食業	5%
23,500 	埼玉県	さいたま市大宮	区 広場　大宮東口南銀通り店歌		サービス		飲食業	5%
23,501 	埼玉県	さいたま市大宮	区 味門／バンビーナ美		サービス		飲食業	5%
23,502 	埼玉県	さいたま市大宮	区 イジング ビーフ エイジング ビーフ 大宮店   エ		サービス		飲食業	5%
23,503 	埼玉県	さいたま市大宮	区 スネイル大宮店エ		サービス		理容・美容業	5%
23,504 	埼玉県	さいたま市大宮	区 ＳＰＯＡしみずＥ		小売業		食料品	5%
23,505 	埼玉県	さいたま市大宮	区 戸前がってん寿司　大宮東口店江		サービス		飲食業	5%
23,506 	埼玉県	さいたま市大宮	区 ｌｅａｎｏｒ大宮Ｅ		サービス		理容・美容業	5%
23,507 	埼玉県	さいたま市大宮	区 宮アントレサロン大		サービス		その他サービス	5%
23,508 	埼玉県	さいたま市大宮	区 ブン－イレブン大宮駅銀座通り店セ		小売業		食料品	2%
23,509 	埼玉県	さいたま市大宮	区 ブン－イレブン大宮駅桜木１丁目店セ		小売業		食料品	2%
23,510 	埼玉県	さいたま市大宮	区 ブン－イレブン大宮駅南銀座通り店セ		小売業		食料品	2%
23,511 	埼玉県	さいたま市大宮	区 宮ガレージ駐車場大		サービス		その他サービス	5%
23,512 	埼玉県	さいたま市大宮	区 ブン－イレブン大宮櫛引１丁目店セ		小売業		食料品	2%
23,513 	埼玉県	さいたま市大宮	区 宮交通株式会社大		サービス		運輸業	5%
23,514 	埼玉県	さいたま市大宮	区 宮店大		その他業種		ー	5%
23,515 	埼玉県	さいたま市大宮	区 村庵大		サービス		飲食業	5%
23,516 	埼玉県	さいたま市大宮	区 ガワ本店オ		小売業		貴金属・服飾品	5%
23,517 	埼玉県	さいたま市大宮	区 田謙文堂　レジＮｏ　２押		小売業		書籍・玩具・音楽ＣＤ	5%
23,518 	埼玉県	さいたま市大宮	区 ＴＴＯ　ＣＡＦＥ　ＯＴＴＯ　ＣＡＦＥ  Ｏ		サービス		飲食業	5%
23,519 	埼玉県	さいたま市大宮	区 ばんざいと串揚げ たくみお		サービス		飲食業	5%
23,520 	埼玉県	さいたま市大宮	区 リックスレンタカー大宮店オ		サービス		その他サービス	2%
23,521 	埼玉県	さいたま市大宮	区 野菜大宮西口店温		サービス		飲食業	2%
23,522 	埼玉県	さいたま市大宮	区 野菜大宮東口店温		サービス		飲食業	2%
23,523 	埼玉県	さいたま市大宮	区 っぽうぎさいたま新都心店か		サービス		飲食業	2%
23,524 	埼玉県	さいたま市大宮	区 烹旅館東山割		サービス		その他サービス	5%
23,525 	埼玉県	さいたま市大宮	区 ａｆｅ　ＥＳＴ　ＣＡＦＥ　ＥＳＴＣ		サービス		飲食業	5%
23,526 	埼玉県	さいたま市大宮	区 式会社雄飛堂株		小売業		家具・調度品	5%
23,527 	埼玉県	さいたま市大宮	区 式会社たけぞう　路地裏食堂たけぞう  株		サービス		飲食業	5%
23,528 	埼玉県	さいたま市大宮	区 レーハウスＣｏＣｏ壱番屋大宮大栄橋店  カ		サービス		飲食業	2%
23,529 	埼玉県	さいたま市大宮	区 ＩＣＨＩＲＩ　ＯＭＩＹＡ　ＷＥＳＴ  Ｋ		サービス		飲食業	5%
23,530 	埼玉県	さいたま市大宮	区 ャラリー　サクラモヒラギ		小売業		衣料品	5%
23,531 	埼玉県	さいたま市大宮	区 たんや牛		サービス		飲食業	5%
23,532 	埼玉県	さいたま市大宮	区 イックリフォーム大宮店ク		サービス		その他サービス	5%
23,533 	埼玉県	さいたま市大宮	区 ｒｏｓｓＦｉｔＯｍｉｙａＣ		その他業種		ー	5%
23,534 	埼玉県	さいたま市大宮	区 ロブチカフェク		サービス		飲食業	5%
23,535 	埼玉県	さいたま市大宮	区ＢｏｄｙＴｕｎｉｎｇＬａｂｏＫ７＂（ボディーチューニングラボケーセブン）		サービス		理容・美容業	5%
23,536 	埼玉県	さいたま市大宮	区 　ＰａｌｅｔｔｅＫ		サービス		理容・美容業	5%
23,537 	埼玉県	さいたま市大宮	区 通教材センター株式会社交		その他業種		ー	5%
23,538 	埼玉県	さいたま市大宮	区 ブン－イレブンさいたま天沼町１丁目店  セ		小売業		食料品	2%
23,539 	埼玉県	さいたま市大宮	区 ブン－イレブンさいたま大成町３丁目店  セ		小売業		食料品	2%
23,540 	埼玉県	さいたま市大宮	区 ブン－イレブンさいたま大成町２丁目店  セ		小売業		食料品	2%
23,541 	埼玉県	さいたま市大宮	区 ブン－イレブンさいたま大宮駅東店セ		小売業		食料品	2%
23,542 	埼玉県	さいたま市大宮	区 ブン－イレブンさいたま大宮氷川参道店  セ		小売業		食料品	2%
23,543 	埼玉県	さ                         いたま市大宮	セブン－イレブンさいたま北袋町１丁目店  区		小売業		食料品	2%
23,544 	埼玉県	さいたま市大宮	区 ブン－イレブンさいたま北袋町２丁目店  セ		小売業		食料品	2%
23,545 	埼玉県	さいたま市大宮	区 ブン－イレブンさいたま北袋店セ		小売業		食料品	2%
23,546 	埼玉県	さいたま市大宮	区 ブン－イレブンさいたま桜木町２丁目店  セ		小売業		食料品	2%
23,547 	埼玉県	さいたま市大宮	区 ブン－イレブンさいたま下町３丁目店  セ		小売業		食料品	2%
23,548 	埼玉県	さいたま市大宮	区 ブン－イレブンさいたま浅間町店セ		小売業		食料品	2%
23,549 	埼玉県	さいたま市大宮	区 ブン－イレブンさいたま大栄橋西店セ		小売業		食料品	2%
23,550 	埼玉県	さいたま市大宮	区 ブン－イレブンさいたま大門町１丁目店  セ		小売業		食料品	2%
23,551 	埼玉県	さいたま市大宮	区 ブン－イレブンさいたま土手町店セ		小売業		食料品	2%
23,552 	埼玉県	さいたま市大宮	区 玉とみひろイベント埼		小売業		衣料品	5%
23,553 	埼玉県	さいたま市大宮	区 ブン－イレブンさいたま仲町１丁目店  セ		小売業		食料品	2%
23,554 	埼玉県	さいたま市大宮	区 ブン－イレブンさいたま堀の内３丁目店  セ		小売業		食料品	2%
23,555 	埼玉県	さいたま市大宮	区 ブン－イレブンさいたま三橋総合公園前店    セ		小売業		食料品	2%
23,556 	埼玉県	さいたま市大宮	区 蔵力大宮西口店酒		サービス		飲食業	5%
23,557 	埼玉県	さいたま市大宮	区 蔵力大宮東口駅前店酒		サービス		飲食業	5%
23,558 	埼玉県	さいたま市大宮	区 蔵力大宮南銀座店酒		サービス		飲食業	5%
23,559 	埼玉県	さいたま市大宮	区 ｈｅ　Ｂａｒ　ＡＬＣＡＺＡＲＴ		サービス		飲食業	5%
23,560 	埼玉県	さいたま市大宮	区 ’ｓメディカル整体院大宮東口院Ｊ		サービス		その他サービス	5%
23,561 	埼玉県	さいたま市大宮	区 ｅｍｉｎｉＧ		サービス		理容・美容業	5%
23,562 	埼玉県	さいたま市大宮	区 ｈｏｅｓ　ｓｈｏｐ　Ｃｉａｏｓ		小売業		その他小売	5%
23,563 	埼玉県	さいたま市大宮	区 彩のはら旬		サービス		飲食業	5%
23,564 	埼玉県	さいたま市大宮	区 ｔａｉｒ　大宮西口店ｓ		サービス		理容・美容業	5%
23,565 	埼玉県	さいたま市大宮	区 トレート　埼玉店ス		小売業		その他小売	5%
23,566 	埼玉県	さいたま市大宮	区オサイクル大宮東町店 セオサイクル大宮東町店セ		小売業		その他小売	5%
23,567 	埼玉県	さいたま市大宮	区 ロワン大宮店ゼ		小売業		衣料品	5%
23,568 	埼玉県	さいたま市大宮	区 ａｒｔｓ　Ｓｈｏｐ　ＴｉＴＯ　大宮店  Ｄ		小売業		その他小売	5%
23,569 	埼玉県	さいたま市大宮	区 ｉＣＥ大宮店Ｄ		サービス		その他サービス	5%
23,570 	埼玉県	さいたま市大宮	区 イレストランサワディータ		サービス		飲食業	5%
23,571 	埼玉県	さいたま市大宮	区 きじ海賓　大宮店つ		サービス		飲食業	5%
23,572 	埼玉県	さいたま市大宮	区 ブン－イレブン鉄道博物館前店セ		小売業		食料品	2%
23,573 	埼玉県	さいたま市大宮	区 ール　オガワド		小売業		貴金属・服飾品	5%
23,574 	埼玉県	さいたま市大宮	区 ｏｋｉｔ		サービス		理容・美容業	5%
23,575 	埼玉県	さいたま市大宮	区 ｒ．ストレッチ大宮そごうビル内店Ｄ		サービス		その他サービス	5%
23,576 	埼玉県	さいたま市大宮	区 スパラ大宮店ド		小売業		電化製品	5%
23,577 	埼玉県	さいたま市大宮	区 ツカ電機商会ト		小売業		電化製品	5%
23,578 	埼玉県	さいたま市大宮	区 ＯＭＯＲＩ 大宮店Ｔ		サービス		飲食業	5%
23,579 	埼玉県	さいたま市大宮	区 ヨタレンタリース埼玉営業推進部ト		サービス		その他サービス	2%
23,580 	埼玉県	さいたま市大宮	区 ヨタレンタリース埼玉大宮駅東口店ト		サービス		その他サービス	2%
23,581 	埼玉県	さいたま市大宮	区 ヨタレンタリース埼玉ＪＲ大宮駅西口店  ト		サービス		その他サービス	2%
23,582 	埼玉県	さ                         いたま市大宮	トヨタレンタリース新埼玉　さいたま新都心    区		サービス		その他サービス	2%
23,583 	埼玉県	さいたま市大宮	区 ヨタレンタリース新埼玉大宮駅東口大栄橋    ト		サービス		その他サービス	2%
23,584 	埼玉県	さいたま市大宮	区 ヨタレンタリース新埼玉大宮西口駅前店  ト		サービス		その他サービス	2%
23,585 	埼玉県	さいたま市大宮	区 ヨタレンタリース埼玉　大宮駅東口店  ト		サービス		その他サービス	2%
23,586 	埼玉県	さいたま市大宮	区 ヨタレンタリース埼玉　ＪＲ大宮駅西口店    ト		サービス		その他サービス	2%
23,587 	埼玉県	さいたま市大宮	区 ラットリア　イル・ルオーゴト		サービス		飲食業	5%
23,588 	埼玉県	さいたま市大宮	区 らのあな　大宮店と		小売業		書籍・玩具・音楽ＣＤ	5%
23,589 	埼玉県	さいたま市大宮	区 らのあな大宮店と		小売業		書籍・玩具・音楽ＣＤ	5%
23,590 	埼玉県	さいたま市大宮	区 彩々　大宮東口仲町店鳥		サービス		飲食業	5%
23,591 	埼玉県	さいたま市大宮	区 んかつ熊さん 大宮店と		サービス		飲食業	5%
23,592 	埼玉県	さいたま市大宮	区 ントンオンギート		サービス		飲食業	5%
23,593 	埼玉県	さいたま市大宮	区 食事処菜々草お		サービス		飲食業	5%
23,594 	埼玉県	さいたま市大宮	区 匹の子ぶた　グループ　さいたま新都心店    七		サービス		飲食業	5%
23,595 	埼玉県	さいたま市大宮	区 新自動車整備工場日		サービス		その他サービス	5%
23,596 	埼玉県	さいたま市大宮	区 ＩＢＯＳＩＴＵＫＥＭＥＮ凪南銀通り  Ｎ		サービス		飲食業	5%
23,597 	埼玉県	さいたま市大宮	区 ｅｃｃｏｎ		サービス		飲食業	5%
23,598 	埼玉県	さいたま市大宮	区 ーヴェスト　大宮店ハ		サービス		理容・美容業	5%
23,599 	埼玉県	さいたま市大宮	区 ローネシューズパ		小売業		その他小売	5%
23,600 	埼玉県	さいたま市大宮	区 ローネ　シューズショップパ		小売業		その他小売	5%
23,601 	埼玉県	さいたま市大宮	区 ｅｅ大宮Ｂ		サービス		飲食業	5%
23,602 	埼玉県	さいたま市大宮	区 ストロチャイニーズ　オオサワ　本店  ビ		サービス		飲食業	5%
23,603 	埼玉県	さいたま市大宮	区 ｉｚｚｅｒｉａ　ＣｉｃｃｉｏＰ		サービス		飲食業	5%
23,604 	埼玉県	さいたま市大宮	区 ＥＹＯＮＤＷＡＸＢ		サービス		理容・美容業	5%
23,605 	埼玉県	さいたま市大宮	区 来坊大宮店風		サービス		飲食業	5%
23,606 	埼玉県	さいたま市大宮	区 ＥＲＩＥＦ		サービス		理容・美容業	5%
23,607 	埼玉県	さいたま市大宮	区 ぉーとすてーしょんふ		サービス		その他サービス	5%
23,608 	埼玉県	さいたま市大宮	区 クミ薬局フ		小売業		その他小売	5%
23,609 	埼玉県	さいたま市大宮	区 ティック　プリンセスブ		小売業		衣料品	5%
23,610 	埼玉県	さいたま市大宮	区 リアント　大宮店ブ		サービス		理容・美容業	5%
23,611 	埼玉県	さいたま市大宮	区 ｒｉｌｌｉｏＢ		その他業種		ー	5%
23,612 	埼玉県	さいたま市大宮	区 ロッサム　大宮西口店ブ		サービス		理容・美容業	5%
